ID,Machine,SizeOfOptionalHeader,Characteristics,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SectionsNb,SectionsMeanEntropy,SectionsMinEntropy,SectionsMaxEntropy,SectionsMeanRawsize,SectionsMinRawsize,SectionMaxRawsize,SectionsMeanVirtualsize,SectionsMinVirtualsize,SectionMaxVirtualsize,ImportsNbDLL,ImportsNb,ImportsNbOrdinal,ExportNb,ResourcesNb,ResourcesMeanEntropy,ResourcesMinEntropy,ResourcesMaxEntropy,ResourcesMeanSize,ResourcesMinSize,ResourcesMaxSize,LoadConfigurationSize,VersionInformationSize,legitimate
3468,332,224,8462,6,0,126976,172032,0,93880,4096,131072,1801453568,4096,4096,4,0,5,1,4,10,303104,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,7,249,1,5,32,0,0,0,3305.6875,16,22617,0,0,1
3469,332,224,270,4,20,17408,13312,0,13806,4096,24576,4194304,4096,512,4,0,0,0,4,0,49152,1024,0,2,0,32000,4096,32000,4096,0,16,6,0,0,0,0,0,0,0,0,0,5,95,0,0,3,0,0,0,358,34,744,0,0,1
3470,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,1476326,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3471,332,224,8962,3,10,2560,3584,0,4096,4096,8192,1950810112,4096,512,4,0,4,0,4,0,28672,1024,28046,1,0,16384,4096,4096,4096,0,16,6,0,0,0,0,0,0,0,0,0,3,13,0,9,1,0,0,0,868,868,868,0,0,1
3472,332,224,271,6,0,86016,61440,0,11090,4096,90112,4194304,4096,4096,4,0,0,0,4,0,151552,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,8,263,1,0,26,0,0,0,425.230769230769,34,2216,0,0,1
3473,332,224,271,6,0,73728,212992,0,35143,4096,77824,4194304,4096,4096,4,0,0,0,4,0,290816,4096,39817389,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,184,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3474,332,224,8494,6,0,204800,77824,0,7240,4096,204800,2013265920,4096,4096,4,0,0,0,4,0,286720,4096,323141,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,1,140,0,779,1,0,0,0,836,836,836,0,0,1
3475,332,224,8462,6,0,28672,28672,0,27802,4096,32768,268435456,4096,4096,4,0,0,0,4,0,61440,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,138,92,66,1,0,0,0,1168,1168,1168,0,0,1
3476,332,224,271,5,0,45056,64000,0,4096,4096,49152,4194304,4096,512,4,0,0,0,4,0,176128,1024,0,2,0,1048576,8192,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,141,1,0,34,0,0,0,1595.20588235294,16,9640,0,0,1
3477,332,224,270,3,0,75264,141824,0,65536,4096,81920,4194304,4096,512,4,0,0,0,4,0,237568,1024,4688612,2,0,1048576,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,7,182,0,0,28,0,0,0,283.5,20,928,0,0,1
3478,34404,240,8226,8,0,44544,40448,0,15776,4096,0,268435456,4096,512,4,0,0,0,5,2,102400,1024,0,2,0,1048576,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,5,86,0,3,5,0,0,0,1086,142,3296,0,0,1
3479,332,224,8454,6,0,137216,624128,0,0,4096,143360,4194304,4096,512,4,0,4,0,4,0,778240,1024,838369,1,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,6,79,0,10,234,0,0,0,2540.6282051282,338,95676,0,0,1
3480,332,224,270,4,20,14848,12288,0,11415,4096,20480,4194304,4096,512,4,0,0,0,4,0,41287680,1024,41334209,2,0,32000,4096,32000,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,85,0,0,3,0,0,0,358,34,744,0,0,1
3481,332,224,271,6,0,65536,90112,0,41512,4096,69632,4194304,4096,4096,4,0,0,0,4,0,159744,4096,26770709,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,5,116,0,1,5,0,0,0,361.2,20,848,0,0,1
3482,332,224,271,6,0,69632,98304,0,33783,4096,73728,4194304,4096,4096,4,0,0,0,4,0,172032,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,182,1,0,24,0,0,0,2866,62,52560,0,0,1
3483,332,224,271,6,0,20480,40960,0,14640,4096,24576,4194304,4096,4096,4,0,0,0,4,0,3530752,4096,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,6,99,1,0,11,0,0,0,2361.27272727273,132,9640,0,0,1
3484,332,224,8450,8,0,81920,53248,0,42705,4096,86016,268435456,4096,4096,4,0,0,0,4,0,139264,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,95,0,4,5,0,0,0,1585.6,58,6276,72,0,1
3485,332,224,8462,6,0,81920,73728,0,21135,4096,86016,268435456,4096,4096,4,0,0,0,4,0,159744,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,7,237,1,19,20,0,0,0,475.7,34,1508,0,0,1
3486,332,224,271,7,10,24576,16384,0,5974,4096,28672,4194304,4096,4096,4,0,0,0,4,0,45056,4096,0,3,0,1048576,4096,1048576,4096,0,16,3,0,0,0,0,0,0,0,0,0,3,62,0,0,0,0,0,0,0,0,0,72,0,1
3487,332,224,8462,6,0,36864,94208,0,39520,4096,40960,268435456,4096,4096,4,0,0,0,4,0,135168,4096,0,2,0,1048576,4096,5120,4096,0,16,5,0,0,0,0,0,0,0,0,0,10,122,0,1,84,0,0,0,311.47619047619,24,850,0,0,1
3488,332,224,262,5,0,16320,1920,0,1044,576,15840,65536,32,32,4,0,4,0,4,0,18816,576,44323,1,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,2,38,0,0,1,0,0,0,756,756,756,0,0,1
3489,332,224,271,6,0,12288,12288,0,12846,4096,16384,4194304,4096,4096,4,0,0,0,4,0,28672,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,164,118,0,7,0,0,0,425.142857142857,34,908,0,0,1
3490,332,224,270,4,20,13312,10240,0,11152,4096,20480,4194304,4096,512,4,0,0,0,4,0,40960,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,1
3491,34404,240,8226,8,0,35328,7680,0,35200,4096,0,4194304,4096,512,5,2,5,2,5,2,57344,1024,82793,3,0,262144,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,7,64,0,5,4,0,0,0,479.5,96,1020,0,0,1
3492,332,224,271,6,0,69632,98304,0,33783,4096,73728,4194304,4096,4096,4,0,0,0,4,0,172032,4096,340936,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,182,1,0,24,0,0,0,2866,62,52560,0,0,1
3493,332,224,8462,6,0,552960,126976,0,509214,4096,557056,268435456,4096,4096,4,0,0,0,4,0,684032,4096,0,2,0,1048576,4096,4096,4096,0,16,5,0,0,0,0,0,0,0,0,0,4,112,0,8,1,0,0,0,836,836,836,0,0,1
3494,332,224,271,5,10,20992,18944,0,14584,4096,28672,4194304,4096,512,4,0,0,0,4,0,29691904,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,102,0,0,3,0,0,0,358,34,744,0,0,1
3495,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,56055089,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3496,332,224,8462,7,10,181760,35840,0,120592,4096,188416,1635778560,4096,512,5,2,5,2,4,10,233472,1024,218471,3,0,262144,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,11,242,0,5,2,0,0,0,800,720,880,72,0,1
3497,332,224,8462,3,10,184320,51712,0,115392,4096,192512,1413742592,4096,512,4,0,0,0,4,0,258048,1024,0,2,0,1048576,4096,1048576,4096,0,16,8,0,0,0,0,0,0,0,0,0,3,57,0,4,1,0,0,0,836,836,836,0,0,1
3498,332,224,271,6,0,69632,98304,0,33783,4096,73728,4194304,4096,4096,4,0,0,0,4,0,172032,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,182,1,0,24,0,0,0,2866,62,52560,0,0,1
3499,332,224,8462,7,10,65024,271360,0,39509,4096,69632,4194304,4096,512,5,2,5,2,4,10,344064,1024,346737,3,0,262144,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,9,123,0,1,102,0,0,0,2421.39215686274,48,9640,72,0,1
3500,332,224,271,6,0,77824,45056,0,78438,4096,81920,4194304,4096,4096,4,0,0,0,4,0,126976,4096,430070,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,6,162,0,0,30,0,0,0,482,20,2216,0,0,1
3501,332,224,270,4,20,14848,12288,0,11415,4096,20480,4194304,4096,512,4,0,0,0,4,0,200704,1024,0,2,0,32000,4096,32000,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,85,0,0,3,0,0,0,358,34,744,0,0,1
3502,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3503,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,3734455,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3504,332,224,271,5,0,9728,14848,0,6016,4096,16384,4194304,4096,512,4,0,0,0,4,0,40960,1024,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,3,48,0,0,1,0,0,0,824,824,824,0,0,1
3505,332,224,8462,6,0,0,73728,0,0,4096,4096,268435456,4096,4096,4,0,0,0,4,0,77824,4096,0,2,0,1048576,4096,1048576,4096,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,1021.21875,14,2224,0,0,1
3506,332,224,271,5,10,22016,10752,0,16271,4096,28672,4194304,4096,512,4,0,0,0,4,0,5750784,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,3,117,0,0,3,0,0,0,358,34,744,0,0,1
3507,332,224,271,7,0,24576,45056,0,16438,4096,28672,4194304,4096,4096,4,0,0,0,4,0,73728,4096,0,2,0,32000,4096,32000,4096,0,16,4,0,0,0,0,0,0,0,0,0,6,109,1,0,11,0,0,0,2358.90909090909,132,9640,0,0,1
3508,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,24728507,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3509,332,224,8462,6,0,131072,61440,0,104017,4096,135168,268435456,4096,4096,4,0,0,0,4,0,196608,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,7,100,0,5,1,0,0,0,1204,1204,1204,0,0,1
3510,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,1393795,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3511,332,224,271,6,0,73728,212992,0,35143,4096,77824,4194304,4096,4096,4,0,0,0,4,0,290816,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,184,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3512,332,224,8462,7,10,258048,348160,0,186865,4096,262144,268435456,4096,4096,4,0,0,0,4,0,610304,4096,0,2,0,1048576,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,8,157,0,4,1,0,0,0,988,988,988,72,0,1
3513,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,44048228,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3514,332,224,8450,8,0,307200,176128,0,237991,4096,311296,268435456,4096,4096,4,0,0,0,4,0,487424,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,12,308,2,4,7,0,0,0,5770.71428571429,98,37688,72,0,1
3515,332,224,8970,5,0,142336,16896,0,134992,4096,147456,1765277696,4096,512,5,0,5,0,4,0,172032,1024,171025,2,0,262144,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,10,73,3,2,1,0,0,0,1188,1188,1188,0,0,1
3516,332,224,271,5,10,18944,10752,0,14808,4096,24576,4194304,4096,512,4,0,0,0,4,0,13619200,1024,13632007,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,98,0,0,3,0,0,0,358,34,744,0,0,1
3517,332,224,271,6,0,73728,212992,0,35111,4096,77824,4194304,4096,4096,4,0,0,0,4,0,290816,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,184,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3518,332,224,8462,6,0,28672,40960,0,14215,4096,32768,268435456,4096,4096,4,0,0,0,4,0,73728,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,4,76,0,7,1,0,0,0,908,908,908,0,0,1
3519,332,224,271,6,0,12288,8192,0,4128,4096,16384,4194304,4096,4096,4,0,0,0,4,0,24576,4096,0,2,0,1048576,4096,1048576,4096,0,16,3,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,1
3520,332,224,8462,7,10,68608,23552,0,40125,4096,73728,1636827136,4096,512,5,2,5,2,4,10,106496,1024,97574,3,0,262144,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,9,131,0,13,2,0,0,0,804,720,888,72,0,1
3521,332,224,782,5,12,69632,9216,0,9976,1024,68608,65536,512,512,5,0,5,0,5,0,79872,1024,83290,1,0,262144,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,3,56,0,0,2,0,0,0,1021.5,816,1227,0,0,1
3522,34404,240,8226,8,0,150528,36864,0,111664,4096,0,1638924288,4096,512,5,2,5,2,5,2,204800,1024,219800,3,0,262144,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,6,195,0,15,1,0,0,0,884,884,884,0,0,1
3523,332,224,270,4,20,14848,12288,0,11415,4096,20480,4194304,4096,512,4,0,0,0,4,0,3715072,1024,0,2,0,32000,4096,32000,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,85,0,0,3,0,0,0,358,34,744,0,0,1
3524,332,224,271,7,0,24576,45056,0,16438,4096,28672,4194304,4096,4096,4,0,0,0,4,0,73728,4096,0,2,0,32000,4096,32000,4096,0,16,4,0,0,0,0,0,0,0,0,0,6,109,1,0,11,0,0,0,2358.90909090909,132,9640,0,0,1
3525,332,224,271,5,0,77824,144384,0,4096,4096,81920,4194304,4096,512,4,0,0,0,4,0,253952,1024,0,2,0,1048576,8192,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,8,145,1,0,34,0,0,0,3986.5,16,84602,0,0,1
3526,332,224,8462,7,0,3584,2560,0,6043,4096,8192,4194304,4096,512,5,1,5,1,4,0,20480,1024,53378,2,0,262144,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,5,23,0,4,1,0,0,0,1288,1288,1288,0,0,1
3527,332,224,259,8,0,798720,3604480,0,726625,4096,802816,4194304,4096,4096,4,0,0,0,4,0,4411392,4096,4454344,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,19,1003,521,0,279,0,0,0,5784.55913978495,20,363040,72,0,1
3528,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,5760823,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3529,332,224,782,5,12,16384,17920,0,1038,1024,15872,65536,512,512,5,0,5,0,5,0,35328,1024,64815,1,0,262144,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,2,41,0,0,1,0,0,0,888,888,888,0,0,1
3530,332,224,271,5,10,18944,10752,0,14808,4096,24576,4194304,4096,512,4,0,0,0,4,0,3252224,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,98,0,0,3,0,0,0,358,34,744,0,0,1
3531,332,224,8462,7,0,1544192,155648,0,8159,4096,1548288,1892679680,4096,4096,5,1,5,1,4,0,1703936,4096,1710298,3,0,262144,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,326,0,609,3,0,0,0,23950,868,69924,0,0,1
3532,332,224,271,6,0,73728,212992,0,35143,4096,77824,4194304,4096,4096,4,0,0,0,4,0,290816,4096,32008156,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,184,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3533,332,224,8462,6,0,32768,36864,0,23678,4096,36864,268435456,4096,4096,4,0,0,0,4,0,286720,4096,0,2,0,1048576,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,6,93,1,1,18,0,0,0,710.555555555556,4,2004,0,0,1
3534,332,224,270,3,10,97792,39424,0,57472,4096,102400,4194304,4096,512,4,0,0,0,4,0,147456,1024,0,3,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,1
3535,332,224,271,6,0,69632,98304,0,33783,4096,73728,4194304,4096,4096,4,0,0,0,4,0,172032,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,182,1,0,24,0,0,0,2866,62,52560,0,0,1
3536,332,224,271,6,0,16384,24576,0,11049,4096,20480,4194304,4096,4096,4,0,0,0,4,0,45056,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,5,62,0,0,20,0,0,0,506.8,48,2216,0,0,1
3537,332,224,271,5,0,69120,75776,0,49424,4096,73728,4194304,4096,512,4,0,0,0,4,0,155648,1024,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,7,140,1,0,23,0,0,0,1752.17391304348,20,14384,0,0,1
3538,332,224,271,6,0,20480,40960,0,14640,4096,24576,4194304,4096,4096,4,0,0,0,4,0,1253376,4096,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,6,99,1,0,11,0,0,0,2361.27272727273,132,9640,0,0,1
3539,332,224,271,5,10,18944,10752,0,14808,4096,24576,4194304,4096,512,4,0,0,0,4,0,7352320,1024,7381369,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,98,0,0,3,0,0,0,358,34,744,0,0,1
3540,332,224,271,6,0,69632,98304,0,33783,4096,73728,4194304,4096,4096,4,0,0,0,4,0,172032,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,182,1,0,24,0,0,0,2866,62,52560,0,0,1
3541,332,224,270,7,0,3968,1024,0,4128,768,3456,65536,128,128,5,1,5,1,1,10,5760,768,42458,1,8192,262144,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,1
3542,332,224,8962,3,10,12288,10240,0,4142,4096,16384,1971978240,4096,512,4,0,4,0,4,0,36864,1024,41620,3,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,4,80,0,22,6,0,0,0,478,20,950,0,0,1
3543,332,224,271,6,0,73728,212992,0,35111,4096,77824,4194304,4096,4096,4,0,0,0,4,0,290816,4096,16777534,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,184,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3544,332,224,8462,7,10,24576,36864,0,22768,4096,28672,268435456,4096,4096,4,0,0,0,4,0,65536,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,6,224,164,52,8,0,0,0,330.75,20,992,72,0,1
3545,332,224,271,6,0,73728,212992,0,35111,4096,77824,4194304,4096,4096,4,0,0,0,4,0,290816,4096,7514312,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,184,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3546,332,224,270,4,20,14848,12288,0,11415,4096,20480,4194304,4096,512,4,0,0,0,4,0,1019904,1024,0,2,0,32000,4096,32000,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,85,0,0,3,0,0,0,358,34,744,0,0,1
3547,332,224,33167,2,25,37376,15360,0,40628,4096,45056,4194304,4096,512,1,0,0,0,4,0,77824,1024,0,2,0,1048576,16384,1048576,4096,0,16,8,0,0,0,0,0,0,0,0,0,10,122,0,0,14,0,0,0,494.714285714286,16,2216,0,0,1
3548,332,224,8454,5,12,5120,1024,0,4288,4096,12288,472907776,4096,512,4,0,4,0,4,0,20480,1024,50517,2,0,1048576,4096,1048576,4096,0,16,3,0,0,0,0,0,0,0,0,0,3,14,0,11,0,0,0,0,0,0,0,0,0,1
3549,332,224,270,3,0,75264,141824,0,65536,4096,81920,4194304,4096,512,4,0,0,0,4,0,237568,1024,1557552,2,0,1048576,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,7,182,0,0,28,0,0,0,283.5,20,928,0,0,1
3550,332,224,271,6,0,73728,212992,0,35143,4096,77824,4194304,4096,4096,4,0,0,0,4,0,290816,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,184,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3551,332,224,271,6,0,102400,57344,0,20976,4096,106496,4194304,4096,4096,4,0,0,0,4,0,163840,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,9,157,0,0,13,0,0,0,228,16,744,0,0,1
3552,332,224,271,6,0,28672,24576,0,6128,4096,32768,4194304,4096,4096,4,0,0,0,4,0,57344,4096,0,3,0,1048576,4096,1048576,4096,0,16,3,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,1
3553,332,224,8462,5,11,131584,128512,0,84992,4096,139264,268435456,4096,512,4,0,0,0,4,0,278528,1024,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,4,121,0,73,1,0,0,0,872,872,872,0,0,1
3554,332,224,270,4,20,14848,12288,0,11415,4096,20480,4194304,4096,512,4,0,0,0,4,0,315392,1024,0,2,0,32000,4096,32000,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,85,0,0,3,0,0,0,259.333333333333,0,744,0,0,1
3555,332,224,8462,7,10,45568,4096,0,11691,4096,53248,4194304,4096,512,5,2,5,2,4,0,65536,1024,115787,2,0,262144,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,10,115,0,2,1,0,0,0,772,772,772,72,0,1
3556,332,224,271,5,10,18944,10752,0,14808,4096,24576,4194304,4096,512,4,0,0,0,4,0,3317760,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,98,0,0,3,0,0,0,358,34,744,0,0,1
3557,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,3786116,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3558,332,224,270,4,20,13312,10240,0,11163,4096,20480,4194304,4096,512,4,0,0,0,4,0,40960,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,1
3559,332,224,271,6,0,73728,61440,0,10817,4096,77824,4194304,4096,4096,4,0,0,0,4,0,139264,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,6,215,1,0,25,0,0,0,442.08,20,1508,0,0,1
3560,332,224,270,7,10,187264,22656,0,16140,1152,187648,65536,128,128,5,1,5,1,5,1,211072,1152,260428,1,0,262144,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,3,25,0,0,1,0,0,0,708,708,708,0,0,1
3561,332,224,270,3,0,10240,45056,0,7497,4096,16384,4194304,4096,512,4,0,0,0,4,0,69632,1024,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,3,72,0,0,7,0,0,0,424.571428571429,20,798,0,0,1
3562,332,224,8462,5,0,11264,168448,0,4480,4096,16384,268435456,4096,512,4,0,0,0,4,0,196608,1024,0,2,0,1048576,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,1,43,0,0,50,0,0,0,2922.88,20,27524,0,0,1
3563,332,224,786,3,10,116224,78336,0,54784,4096,122880,16777216,4096,512,4,0,4,0,4,0,208896,1024,256224,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,8,412,0,0,24,0,0,0,567.833333333333,20,2984,0,0,1
3564,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,5698718,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
3565,332,224,258,8,0,64000,5120,0,77829,4096,69632,65536,4096,512,6,0,6,0,6,0,90112,1024,100464,1,1024,262144,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,2,17,0,0,1,0,0,0,1248,1248,1248,0,0,1
3566,332,224,8450,8,0,53248,36864,0,17059,4096,57344,268435456,4096,4096,4,0,0,0,4,0,102400,4096,133514,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,4,107,0,12,2,0,0,0,327,86,568,72,0,1
3567,332,224,259,8,0,107520,44032,0,77136,4096,114688,4194304,4096,512,4,0,0,0,4,0,163840,1024,56104855,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,5,124,1,0,8,0,0,0,322.625,34,744,72,0,1
3568,332,224,271,5,10,20992,18944,0,14584,4096,28672,4194304,4096,512,4,0,0,0,4,0,847872,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,102,0,0,3,0,0,0,358,34,744,0,0,1
